Gene_Name,F-Statistic,p-value (ANOVA),Chi-Square Statistic,p-value (Chi-Squared Test),Correlation Coefficient,p-value (Pearson Correlation)
CABP4_2,1.4500108256299467,0.17894336795637372,0.23224929475219516,0.9999930941178643,0.09681937592145243,0.19228849670439893
LINC00424,1.4498820107026844,0.1789938510112163,0.23229444445539274,0.9999930888705592,-0.03153500425959484,0.6717263080144029
OFCC1_3,1.4498786369365735,0.1789951733648226,0.23222944518644478,0.999993096423853,-0.00670116361542373,0.9282621748475864
MED7_2,1.4497376174389849,0.17905045360289945,0.2322082693299442,0.9999930988832947,-0.1387060738527371,0.06112560780867986
KIAA0319,1.4491502274283359,0.17928086841834656,0.23212529651369723,0.9999931085138313,-0.009221656491656757,0.90139754574679
FAM43B,1.4490705373852706,0.17931214766183526,0.23210809535591548,0.9999931105091031,0.07722473603146604,0.29877165540643186
NKAIN2,1.4490678788391558,0.1793131912508532,0.23203840269539616,0.999993118588836,0.0538732617264665,0.4688714783013604
VPS29,1.4489432962948003,0.1793621008018271,0.2320889871810535,0.9999931127250822,-0.019524886225904682,0.7930570674813818
FLJ34521,1.4488290689774863,0.17940695493848954,0.2317234756776217,0.999993155012339,-0.036218717171619536,0.6264282706377815
GRID1-AS1,1.448655365360277,0.17947518208031618,0.23213734715796536,0.9999931071157462,-0.038896500312527865,0.6011311757860566
CYB5D1,1.4483992433382442,0.1795758214877759,0.23200728275945703,0.9999931221944279,-0.09807407286655265,0.1865623802514882
ZNF709_3,1.4482747442266812,0.17962475883520373,0.23198935964259848,0.9999931242703881,0.10171711342510278,0.170645906101197
CHRM3,1.4482410720268526,0.17963799643503478,0.23210650697895885,0.9999931106933276,-0.11408979840827149,0.12409057721450982
ACP5,1.4481028369919735,0.1796923496189318,0.23196276763202686,0.9999931273495782,0.003757218824667821,0.9597409877713386
RAB3IP_2,1.44806960987829,0.17970541639355245,0.23215724584430678,0.9999931048066931,0.11928630282358862,0.10775503888551767
PHTF2_2,1.4480428154010851,0.17971595407816093,0.23195375328464468,0.9999931283931529,0.022253739373120685,0.7649268862040255
CRK_3,1.447493934213396,0.1799319321352972,0.23187131735478655,0.9999931379311859,0.05591712191774312,0.4521484309235839
C3orf65_4,1.4471014964876863,0.1800864861343048,0.23185554934562375,0.9999931397544682,0.052157843903216775,0.4831651136320764
FIGLA,1.4470442107370467,0.1801090564042358,0.23191934668069733,0.9999931323752677,-0.11217895597701806,0.1305576036900043
CYP2B6_2,1.446910389595353,0.18016179051603132,0.23182465399712904,0.9999931433259144,0.09027086402022381,0.224260531841151
SLC4A5,1.4468588442071237,0.18018210618689276,0.23175994884404222,0.9999931508012657,-0.0768191709752659,0.30132415410751456
REG3A,1.4467579989312784,0.18022185810719044,0.23177212519072804,0.9999931493949986,-0.08565420725581495,0.24895592411963927
DDX42_3,1.4466502912920958,0.1802643232718948,0.23174460384203227,0.9999931525731827,-0.17544896628358647,0.01751932078453969
FBXL13_2,1.4464314773934837,0.1803506196016054,0.23174518042683206,0.9999931525066095,0.08500055955420359,0.2525991815237136
CYP4A11_2,1.4463422770235341,0.18038580866791407,0.23169833840667892,0.999993157913494,0.08828308565770204,0.23467190964847262
HELB_3,1.4457225030891268,0.18063046643939987,0.23160524123115905,0.9999931686501669,-0.03705080233633258,0.6185188668809334
TPT1-AS1,1.4456939068294783,0.18064176167103818,0.23160094562403324,0.9999931691452686,-0.06153144963158611,0.4079747797014274
ABCC12_2,1.445507142074719,0.18071554653031113,0.23159773329393604,0.999993169515497,0.12617165205249528,0.08876825139325416
TRIQK,1.4453544348007696,0.18077589527847973,0.23154479337825964,0.9999931756148104,0.1106888596276046,0.135778200616341
BIRC5_3,1.4449962688011622,0.18091750656090225,0.2314961461556386,0.999993181216009,0.10633477217494683,0.15194969689078766
LOC338963,1.4449697926672773,0.18092797838531408,0.2314921687760028,0.9999931816738109,-0.045898259201345326,0.5372539169836013
PTPN11_3,1.4449695642107294,0.1809280687465371,0.23149213445601494,0.9999931816777612,-0.10660041954799158,0.15092316759467214
BC032415_2,1.4449389715365755,0.18094016938532242,0.23148753865806296,0.9999931822067154,0.06113339564976571,0.4110200936142423
NDUFA10_2,1.4447104234469261,0.1810305910268658,0.23145320453004317,0.99999318615745,0.19179384030518834,0.009296529727619381
RP11-179B15.6,1.4444713219352054,0.18112522883003415,0.23137792860786482,0.9999931948133318,0.027186974347183517,0.7148680449373197
NFIA-AS2,1.444412210280903,0.18114863201762574,0.23148778311984874,0.9999931821785798,0.07410400712507081,0.3187825204154672
LINC00334,1.4442920445640657,0.1811962152959824,0.23142651747231419,0.9999931892270898,0.060426689362621626,0.4164596102291693
C2orf15,1.4438495591862262,0.1813715218960256,0.23135950015757537,0.9999931969311585,-0.06598488522503673,0.3748214796334716
DEPDC4_2,1.4437003859615385,0.18143065454754737,0.23148853175582287,0.9999931820924172,-0.057404005788273316,0.4401957374637233
COX17_2,1.4436994823568872,0.18143101278837226,0.23130132561853495,0.9999932036134769,0.1276928404757993,0.08495740039666337
POT1_2,1.4436437492677299,0.18145310974332657,0.23129295216324483,0.9999932045749091,-0.20326036147468435,0.005785755014908814
MAGIX_2,1.4435762771531064,0.18147986400729446,0.23128911604807045,0.9999932050153348,0.041190600738213845,0.5798300178052128
ND2,1.44311548598728,0.18166266750598842,0.23121358278875356,0.9999932136830421,0.10889459568958769,0.14227487825755344
METTL1,1.443100209850854,0.1816687304645135,0.23123247402611388,0.9999932115159719,-0.02308942802400906,0.7563715332381575
CNNM2_3,1.4429859966665006,0.1817140660448182,0.23119412700114894,0.9999932159143398,0.006306113529953017,0.9324809565322251
ELMOD2,1.4428870405195813,0.18175335324680844,0.23117925868118963,0.9999932176191562,0.17609007276662555,0.017105026673175153
SEC16B_3,1.442457705284769,0.18192388939101425,0.23110788589808,0.9999932257984288,0.11738981945218706,0.11350912949958492
MDH1,1.4424474877037976,0.18192794955895858,0.23111321363040319,0.9999932251881258,0.05656752792976429,0.4468977327036371
LRRC32,1.4423082873167083,0.1819832713432054,0.2312465924503881,0.9999932098960718,0.18588902942006902,0.011754586426470289
PLXNC1_2,1.442270650605211,0.18199823157092657,0.23108664224806358,0.99999322823153,0.05345298930599658,0.47235176753612346
LOC729291,1.4421226195849663,0.18205708253715552,0.23109477861621802,0.9999932272997227,0.036195227489312184,0.6266521776156301
ACIN1,1.4419559617063993,0.18212335798732693,0.23103935637837947,0.9999932336450118,-0.01165686353844268,0.8755475540267941
CCDC11,1.4419134529250366,0.18214026586954343,0.231051170007642,0.9999932322928381,0.11856622977919011,0.10991222145235985
FAM178A_2,1.4418763040696152,0.18215504292418516,0.23102738663716693,0.9999932350148505,0.08386530543775642,0.2590140058758626
C1orf43,1.4417816506567849,0.18219269868887777,0.23101316345090617,0.9999932366423112,0.0993763102075289,0.18075247705331202
CCDC140,1.4415863845254273,0.1822704017528877,0.23098382123270322,0.9999932399988253,-0.013267321745048443,0.8585226857771229
RNF126,1.4415072062651435,0.1823019174559226,0.23096387293774007,0.9999932422800477,0.00962920912485953,0.8970633411154583
MAPRE1_2,1.441296803410018,0.1823856874614229,0.23094030559409814,0.9999932449744006,0.12592683204307445,0.08939413811327962
SLC46A1,1.4412785989726729,0.18239293692108674,0.230937569959826,0.9999932452871025,0.11706967405002708,0.11450372946281448
TIPARP-AS1,1.4412434341625429,0.18240694111144803,0.23093228562665827,0.999993245891108,-0.016236631063540567,0.8273088045067628
SDC3,1.4408570482901824,0.18256087690320613,0.23315567738058812,0.9999929882134249,0.17795550819943415,0.015947663576948747
PGAM5_2,1.4408527300701308,0.1825625978974208,0.23087357214678544,0.9999932525994468,-0.10238164927253757,0.167854723671967
HDGFRP3_2,1.4406480055133832,0.1826442050427281,0.2308428061539874,0.9999932561126668,-0.14621307183592128,0.04826728046119425
FAR1,1.440644517579929,0.18264559566667024,0.23084228198295148,0.9999932561725111,0.17993962350048529,0.014792184336213127
LOC101928565,1.4405922098673316,0.1826664515963108,0.2309036083141479,0.9999932491682639,0.023735111125759878,0.7497815209092075
APEX2,1.4405310431688851,0.1826908422949389,0.23082522881604103,0.9999932581192461,0.07148602742761626,0.336225619761067
STAT5B_3,1.4404749672985566,0.1827132054000319,0.23081680155799464,0.9999932590811218,-0.12379808568301158,0.09498603023648497
FLJ16124,1.4403632959151265,0.18275774692191268,0.23080001911015,0.9999932609963457,0.022433000036418033,0.7630892693864261
ART1,1.440219847720718,0.18281497646030945,0.2307784608717581,0.9999932634559966,-0.1503472738002223,0.04220573218717725
LOC101928505,1.4399819585875293,0.18290991711243448,0.23074125974743506,0.9999932676988377,0.04605714816708779,0.5358445685829699
EHMT2,1.4396353674752995,0.1830483147417782,0.23069061898376064,0.9999932734713184,-0.06484303307492953,0.3831604045184728
LINC00474,1.439585360459412,0.18306829037980776,0.23079669860170232,0.9999932613752367,0.10262130913658482,0.1668564916042702
NUB1,1.4392132589179778,0.1832169865768164,0.23062717728075416,0.9999932806978067,-0.20633192548932014,0.0050739805034459955
IRAK2,1.4390673076575415,0.18327533823581246,0.230817491447914,0.9999932590023826,0.14636744424430256,0.048028563939381895
ADCY8,1.4390328790072282,0.18328910517553307,0.23060006599491534,0.9999932837842381,0.10982438659601985,0.13887934543029085
CROCCP2,1.4389318706043102,0.18332950030622983,0.23058488414382275,0.9999932855121292,-0.024520063936062344,0.7417944555017911
ACTA1,1.4387097001823108,0.18341837678436257,0.23055149082890433,0.999993289311566,0.121518142354083,0.10127962813116805
ODF4,1.4385372570960906,0.18348738550517452,0.23059101806398813,0.9999932848140493,0.15379343386136446,0.037653598508752856
COX1,1.4384560782342748,0.1835198794488475,0.23051336941304734,0.9999932936470181,0.11568421181163734,0.11888656395929638
SYCE1,1.4375988230940553,0.1838633142073398,0.23038451090706838,0.9999933082864654,-0.06386532923975563,0.3903893646039356
SHANK2,1.4375284683353653,0.1838915238648932,0.23044725255936718,0.9999933011614176,-0.0019424489038362153,0.9791800243489721
WBP4_2,1.4373120861982382,0.18397830796368908,0.23034140785695464,0.9999933131780778,0.14902341414719614,0.04407314028751452
CCDC185,1.4373077502137286,0.18398004734394247,0.2308737333788513,0.999993252581032,0.07290699616820982,0.32668374886783075
AC004538.3,1.4366215228923536,0.18425550212695796,0.23028047709860255,0.9999933200883904,0.034907343508319685,0.6389802237482943
LCN8,1.436065412811087,0.18447898204527743,0.23015399221543464,0.9999933344165325,0.0072415150356147364,0.922494964691327
CALD1_3,1.4359324194899374,0.1845324609211238,0.23022056283351147,0.9999933268782782,0.12910059833437548,0.08154868803872742
PMPCB_2,1.4351195195219435,0.18485962570068684,0.23001178017864787,0.999993350499132,-0.09599868996368471,0.1961025733803622
LOC101927310,1.4340552988507833,0.1852886766640065,0.22986011369368353,0.9999933676193421,0.04516520335491528,0.5437799648055591
STAT5B,1.4338614753116472,0.18536690868058794,0.22982261926666434,0.9999933718467159,-0.15143870802621265,0.04071652848871813
LOC283745,1.433206657752712,0.18563141501379915,0.22980315524001377,0.9999933740404368,-0.002704953788764708,0.971010244242044
MATR3_4,1.4331580625662372,0.18565105715640906,0.22966445174307604,0.9999933896576975,-0.04910680756832381,0.5091568750187883
LILRA5,1.433062778488048,0.1856895759946636,0.22970251567918912,0.999993385374613,0.19359734306670526,0.008642494706114893
LINC01234_2,1.4329389657335188,0.18573963767029011,0.22968389666446418,0.9999933874699442,0.06760206955312674,0.36320328205843494
LOC101928274,1.4329364761686207,0.18574064440185506,0.2296835222804106,0.9999933875120713,-0.11635233967977461,0.11675696793402714
LINC00944,1.4327590635742644,0.18581239842143848,0.22965684254721225,0.9999933905136646,0.07957383670381982,0.28426934800241194
PFN2,1.432568974154313,0.18588930542456092,0.2296282559886492,0.9999933937286684,0.00023024974138860854,0.997531813560568
NEXN-AS1,1.4322756446181861,0.18600803419378006,0.22957378966352157,0.9999933998510595,0.06359725531810889,0.39238571935450123
ZSCAN20,1.4321005437789136,0.18607893882952853,0.22955780918233515,0.9999934016465809,0.12452003126436985,0.09305925471052798
REEP1,1.4320959352491383,0.1860808052961975,0.2295544635116318,0.9999934020224454,0.0476072718296704,0.5221925456653765
TNPO1,1.4319743232497375,0.18613006416597433,0.22953882650805693,0.9999934037789517,-0.04892703436601525,0.5107107004661051
PITRM1-AS1,1.431891722586676,0.18616352777042344,0.22917182007546902,0.9999934449057866,-0.19331835253938734,0.008740924667289937
C17orf47,1.4318480211442064,0.18618123436959816,0.22951334003731685,0.99999340664111,0.04716658995988823,0.5260555410935742
TPPP2,1.431811280910648,0.18619612157799612,0.2295131981738036,0.9999934066570388,0.11819506460983163,0.11103729332177538
RBM42,1.431395611352985,0.1863646213707095,0.22945178968680652,0.9999934135495006,0.058435955895288084,0.432006911926384
SH3GL1P2,1.431347502618754,0.18638413146435984,0.22945325730745664,0.9999934133848376,0.004369906074794028,0.9531829292002257
HECTD2,1.43120928918993,0.1864401923159106,0.22948564390948353,0.9999934097503757,-0.05053374872859591,0.49691111183399994
EFCAB14_5,1.4311653826849793,0.18645800423308456,0.2294171626637079,0.9999934174336765,0.12962916896674742,0.08029759233985413
LOC101927196,1.4310686484971915,0.186497252244584,0.22938672432609855,0.9999934208466034,0.04545216594185284,0.5412206212530042
LINC00638,1.4309637614086637,0.18653981598516797,0.22938683770508964,0.9999934208338931,-0.1908704824558738,0.009648039826000673
GDPGP1,1.4309390415324843,0.18654984863207558,0.22938311966236005,0.9999934212506931,0.12422851282092337,0.09383349989552692
EQTN_2,1.430927157107271,0.1865546721284618,0.22959408177824586,0.9999933975705754,0.20816650930613614,0.0046872980912185955
RAI14,1.4306360962211666,0.18667283687961986,0.2293364471561003,0.9999934264811167,0.03265362989136517,0.6607917024991755
IQCA1_2,1.4305952603163037,0.1866894204516126,0.22934739062592563,0.9999934252549961,0.18317120576875112,0.013066534136574612
DEFB119,1.4302844003680595,0.18681570212241394,0.22928465415234175,0.9999934322817823,0.10156987390417288,0.17126898103596594
PRMT2,1.4300245253406643,0.18692132711254003,0.229292383583647,0.9999934314163484,-0.07017850892790414,0.3451611463446607
DHFR_2,1.4299538613391949,0.18695005684372448,0.22923493519406501,0.9999934378466053,0.005106418308800697,0.9453036755984041
PSD3_2,1.4299048045231417,0.18697000396426516,0.2292275560534685,0.9999934386722231,-0.06371323488799724,0.3915212635938152
LOC101928207,1.4298893455213442,0.1869762901601229,0.22922523069947842,0.9999934389323804,-0.13485075140978975,0.06875144547965244
RCC1,1.4298235968283817,0.1870030279690138,0.22921534070018257,0.9999934400387739,-0.13942937691168072,0.059775361378755124
PPARGC1A,1.4297006017234302,0.1870530546194508,0.22919683947467287,0.9999934421081348,-0.025139057789682964,0.7355154031416167
POSTN,1.4296696355409337,0.18706565148125948,0.22919218143494502,0.9999934426290603,0.010892308436467525,0.8836505420140501
BMP1_4,1.429625478467735,0.18708361555326655,0.2291855391542293,0.9999934433718379,-0.11290310215402474,0.12807695897587323
LSS,1.429560702792553,0.1871099703506716,0.22917579529724244,0.999993444461339,0.04436115417105229,0.550982716746561
CRISPLD2,1.4294577894421445,0.18715184835614307,0.2291224911952814,0.9999934504191266,0.14789987464981927,0.0457117815496427
DHFR_3,1.4293208549006189,0.18720758264297047,0.2291397157887619,0.9999934484943749,-0.15814250045867778,0.03250649326495948
ADH1C,1.429242577111679,0.18723944906973466,0.22993948204056755,0.9999933586642558,0.047313525767009486,0.524765901331359
ZNF391_3,1.4292147555362542,0.18725077616694213,0.2291349696729338,0.9999934490247684,-0.05960852303745889,0.4228093470154258
DNAJC11,1.4289194484115402,0.18737104110073688,0.2290793318960559,0.9999934552401026,-0.027308611268712774,0.7136479997745648
LDLRAD4-AS1,1.4287673574690931,0.18743300602036672,0.2290564521905377,0.9999934577947466,0.047127216783507515,0.526401387914544
BMP1_5,1.4286337110722789,0.1874874704688821,0.22903634693082373,0.9999934600390009,-0.08590966819724782,0.24754200428952963
ADAM8,1.428620496363523,0.1874928565351028,0.2290343589470369,0.9999934602608792,0.14703599747378346,0.04700606193972777
EFCAB14,1.4285973245822174,0.18750230123019665,0.2290308730443979,0.9999934606499263,0.022097527592496297,0.7665292981065204
LOC100506107,1.4284524754671515,0.18756135001866583,0.22895978399838635,0.9999934685801535,-0.031505569892179404,0.6720149750500458
SNAP25_3,1.4281897830945323,0.18766847831319453,0.22898987036936136,0.9999934652247825,0.10658803964379236,0.1509708899756824
ZBTB43_2,1.4279236209033008,0.18777707403977112,0.22892951975434542,0.9999934719540784,0.08503615807185677,0.2523998212175362
MIR6805,1.4277849912377785,0.18783365665063548,0.22890866330785045,0.9999934742784522,-0.11465051975315378,0.12224070596321496
CCDC116,1.42763079405132,0.18789661006700334,0.22892129380684526,0.9999934728709028,-0.0888096029993921,0.23188169179807502
BCL7A_2,1.427527888759498,0.18793863262069938,0.22886998229486272,0.9999934785876906,-0.20647699871167682,0.005042393032214418
FAM53B,1.4274822825534192,0.18795725896051116,0.2289169183862665,0.9999934733585273,0.05201338632479194,0.4843794175077946
CDX2,1.4273907618291237,0.18799464223641127,0.2288255492978366,0.9999934835351331,0.0478892884756048,0.5197280121089656
LOC101927253,1.4272966521375643,0.18803308953244743,0.22883519206338584,0.9999934824616838,0.11365604249677252,0.12553637912327684
RP11-534L20.5,1.427187699715489,0.18807760887946381,0.22881879960888982,0.9999934842864423,0.009561138682964754,0.897787042309288
STRAP,1.4270718287897035,0.18812496492529449,0.22880136605979123,0.9999934862266784,-0.028319575014444757,0.7035361566205992
NDUFA7_2,1.4269526850970224,0.18817366897789492,0.22878343992129863,0.9999934882212915,0.0535917511067741,0.4712011188862627
RPL19,1.4268401925543739,0.18821966386095038,0.22876651433327372,0.9999934901041612,-0.1614518561192437,0.029001971298329016
CCDC144CP,1.4263434855729744,0.18842286554518126,0.22869177800978313,0.9999934984133213,0.06634746630351662,0.3721970051367995
CSRNP3_2,1.426208588403541,0.1884780834506722,0.22861130701287552,0.9999935073513041,0.06723301835679757,0.36583474484911227
MBLAC1,1.4261396376068693,0.1885063125534211,0.22866110538285248,0.9999935018212269,-0.0705372512493446,0.34269469848694045
C5orf47,1.426063805812791,0.18853736289816922,0.2286496949751516,0.9999935030886524,0.07578370355947935,0.3079061998490005
EAF2_2,1.425740824976605,0.1886696598081787,0.22859709368670633,0.9999935089290474,0.05353959317626431,0.4716334459494045
CSDE1,1.425458821061517,0.18878523576253245,0.22855866026363558,0.9999935131939132,-0.10570394206825781,0.15440849963372566
TREML3P_2,1.4254028696292453,0.18880817385344006,0.22855024076636637,0.9999935141279285,0.22677552447942376,0.002021453485602008
CCDC11_2,1.4253201067135464,0.18884210798364834,0.22868043942662153,0.9999934996732569,0.09625438688404661,0.19490839146919944
LOC642852_2,1.425319195960141,0.18884248143569352,0.22855357317436392,0.9999935137582603,0.03193382448135379,0.6678197683375103
CEMIP,1.4252379371786559,0.18887580388014213,0.2285665223294126,0.9999935123216467,0.07410671610303936,0.3187647809072985
RP11-203B7.2,1.4251213380004286,0.18892362726419445,0.2287699272399532,0.9999934897245282,0.04578158560481294,0.5382899891408729
RBM14_2,1.424801792189885,0.18905474168277633,0.22845978886192247,0.9999935241559318,-0.14209121786104545,0.05501594573920196
EHHADH,1.4247008582645677,0.18909617223970393,0.22847379095015938,0.9999935226043314,0.11653643098752763,0.11617544600781937
AKAP1,1.4245476995344,0.18915905416621015,0.228421550839637,0.9999935283917685,-0.009669039729175745,0.8966399153658884
JTB,1.4244874835006316,0.18918378168798464,0.22841248889550775,0.9999935293953102,0.18929741354373056,0.010274004252189644
KCNS3,1.4241547462204582,0.1893204680749588,0.2283028893636854,0.9999935415235329,0.059116874099682595,0.4266518968590431
RGS11_2,1.4241121921220987,0.18933795500365247,0.22835601003214517,0.9999935356473273,0.1380943641072149,0.06228699546299718
HNRNPL,1.4239995725134582,0.18938424077363275,0.22833906117039174,0.9999935375226381,-0.09263758123114037,0.2122967279791396
ZSCAN5A,1.4239547837563364,0.18940265123626565,0.22832172878290632,0.9999935394399688,0.08755518521760422,0.2385680406632458
SLC5A12,1.4237205797293566,0.1894989454759019,0.22819371072686634,0.9999935535884855,0.12391096152038676,0.09468270657781523
TCL1B,1.4235098652220255,0.18958561695227796,0.2282289503038642,0.9999935496961022,-0.035025537184908605,0.6378446353832649
STX7,1.4234612086564193,0.18960563518268533,0.22825803699765826,0.999993546482028,0.08102528166217074,0.27554889169846625
AC007787.2,1.4233481372782328,0.1896521617285411,0.22824931024736417,0.9999935474464564,0.033218253701107106,0.6552994510798141
RGS4,1.4232715357715762,0.1896836871111394,0.22824693863761014,0.9999935477085342,0.10297943554796968,0.1653730781455648
BCL9,1.423108700347213,0.18975071669532764,0.22827037777246711,0.9999935451180175,-0.1396928534043739,0.05928964623021937
BAAT,1.4226139957195851,0.18995447874890098,0.22814662851000292,0.9999935587862399,0.13287169116571418,0.07295733953407503
STATH,1.4225779132821343,0.18996934778384864,0.22816074841059095,0.9999935572277645,0.099403527989742,0.1806324835203538
ALS2CR11_6,1.422123306083142,0.19015676822241562,0.22805001215044968,0.9999935694427449,0.034815748404021074,0.6398608345660327
PADI2_2,1.4219345060318365,0.19023465015163338,0.22802824660828275,0.9999935718416237,0.103811660033654,0.16196392393241665
ARF6,1.421923625017437,0.19023913949455284,0.2280266087530089,0.9999935720221125,0.14032315391414898,0.05814086529838447
DQ580846,1.421817718416688,0.19028283960272782,0.2280106671692235,0.9999935737786508,0.12192147294645446,0.10014290222862966
XG,1.4214130565063672,0.1904498922170107,0.22802840977230912,0.9999935718236431,-0.1372811022946557,0.06385901851851283
ZNF583,1.4211441528513282,0.190560969019682,0.2279092753536343,0.9999935849423105,-0.14507343081978322,0.05006033880798556
PPP2R5B,1.4207097662309234,0.19074051698383163,0.22784388401418926,0.9999935921345695,0.034399188551063796,0.6438720467600139
CCS,1.420649753792869,0.19076533346817895,0.2278348497180657,0.9999935931277649,-0.17715465390041918,0.01643589298211945
NOTCH3_2,1.4206471822422542,0.19076639692224842,0.2278480689985132,0.99999359167445,-0.06754998374494431,0.36357395827705863
SLC7A6_2,1.4205371052056557,0.19081192347884263,0.22781789142840161,0.9999935949917864,-0.1488728671937379,0.04428981294389737
CASC2,1.4204362142048121,0.19085365879193453,0.22781992805581705,0.9999935947679455,-0.01045469653242682,0.8882939797425511
WIPI2_3,1.4203180129442532,0.19090256451916884,0.227784908474255,0.9999935986160605,0.14484297557837503,0.05042957655268666
CSNK2B,1.4201417644010832,0.19097550677877417,0.22775837491886902,0.9999936015305547,0.021238486523953756,0.7753588301198943
BCHE,1.4200136854513803,0.1910285282015462,0.2276890632399393,0.999993609139254,0.025897154973583428,0.727849138904576
LOC101928002,1.4197260492203199,0.19114764720037383,0.22768636812703338,0.9999936094349754,0.01086599093934307,0.8839296828597063
ANKRD7,1.4197067648416242,0.19115563567807536,0.22781074908613758,0.9999935957767386,0.13381629916281768,0.07092452288601597
RRP8,1.4195821438278602,0.19120726618079778,0.22769052241672474,0.9999936089791416,-0.07942162696330779,0.28519445591528136
LOC729966,1.4194751347008545,0.1912516093928724,0.2276580126708945,0.9999936125456671,0.10479323120812804,0.1580109169246413
LOC648691,1.4193047293912269,0.1913222409421205,0.2276497138574872,0.9999936134558642,0.09057814993242838,0.2226807505000883
LOC340340,1.4192095473686035,0.19136170258391136,0.22761802643173024,0.9999936169303961,0.1939091812120235,0.00853363976107243
LOC101927257,1.4191008862738126,0.19140676086103176,0.22754410080000614,0.999993625030929,0.12114715604334458,0.10233417226166308
TFB2M_2,1.418704620009946,0.19157115504671737,0.22761270152998125,0.9999936175141356,0.10748847653395728,0.14752952105208827
CLNK_2,1.4186774716001425,0.1915824221028518,0.22751906523080778,0.999993627772525,0.029043183787974255,0.6963301618308185
LOC100507283,1.4186523512208866,0.19159284798549642,0.22754938522982704,0.9999936244521302,0.1178647936334977,0.11204596952455126
C1orf86,1.4184100311660917,0.1916934441186101,0.2275441096830486,0.9999936250299561,-0.004325555064336137,0.9536575516374808
BC039485,1.4183929192690894,0.1917005495787471,0.22763707290603194,0.9999936148421141,0.09374155532225345,0.20687530433775628
IDS_3,1.4183573925930895,0.19171530220515895,0.2274897217140751,0.9999936309847676,-0.12572047033506498,0.0899244385570552
AF086154,1.4182617278043184,0.19175503220145598,0.22747531735121979,0.9999936325611796,-0.046435083909011014,0.532499707117375
TMEM196,1.4182154302871235,0.19177426223242502,0.22749164941182765,0.9999936307737787,0.13882683562644754,0.06089844587943542
LCK,1.4181741606810054,0.19179140524208355,0.22746213216008673,0.9999936340039128,0.0466488876430135,0.5306121232277556
BCL2L11,1.418144206040544,0.1918038489236238,0.22745762179416135,0.9999936344973851,0.10955202782176153,0.1398675077843345
LOC100506497,1.418111413147313,0.19181747243962563,0.22737035767358607,0.9999936440392597,0.141894579542648,0.055356476658652856
DAAM1,1.418063431869125,0.1918374072942152,0.22744545931494495,0.9999936358279223,-0.09143873141955944,0.2182985205044649
LINC00486_2,1.4179837409371965,0.19187052043739608,0.22746441160530562,0.9999936337545116,0.1347920560610037,0.06887327772241875
OXGR1,1.4171432628161338,0.1922200468333964,0.227325563235445,0.9999936489331933,0.1809164344622813,0.014250698011676367
LOC100506411,1.416950033129146,0.19230047977644843,0.2272534580390978,0.999993656805069,0.08591180224147295,0.2475302163553092
ABCA8,1.4166886113112924,0.19240934287989062,0.22728893741185072,0.9999936529326122,0.13625684691283402,0.06588497035104803
PRKXP1,1.4166859461996537,0.1924104529696858,0.22723803290432182,0.9999936584881276,0.07364832722704566,0.32177562246295055
CERS1,1.4166071062408707,0.1924432943297736,0.22736449486590654,0.9999936446799482,-0.06435624638630397,0.3867493954614439
CDK5R1,1.4165749315372833,0.19245669828417455,0.22726772060175474,0.999993655248567,0.011438173202334501,0.8778640180072468
LOC728099,1.4165588696850124,0.19246338993045342,0.22722508642589112,0.999993659900482,0.11347988892842809,0.12612724024668595
LOC728084,1.4157952357242374,0.19278175767158495,0.22717353764401638,0.999993665521727,0.10154544631690146,0.17137251465858222
ALDH1L1,1.4157936338522477,0.19278242597286388,0.22710365235394164,0.999993673136638,-0.083403073612014,0.2616576658042616
DGCR5_2,1.4157275604970634,0.19280999347604386,0.22740939198064491,0.999993639772369,0.04208810624867139,0.5715931283068818
CRP,1.415497594991735,0.19290596669652985,0.2270590671748361,0.9999936779912403,-0.0623501339519965,0.4017534975876641
PSG7,1.4154459648421696,0.1929275193806499,0.2270512912565786,0.9999936788376298,0.22113351973585632,0.0026273701382589147
STAU2,1.4153708057241468,0.19295889768385685,0.22703997162317188,0.9999936800695944,-0.1525409388514366,0.0392576684564084
CHD4_2,1.4152904349700413,0.1929924565213524,0.2270278669891592,0.9999936813867979,-0.2069654583711988,0.00493733045186277
CTNNA1,1.4152444103249058,0.19301167632527927,0.22702093518304567,0.9999936821410128,0.12179000494094526,0.10051231129514726
CABP4_3,1.41513288160212,0.193058257142785,0.2270041376443103,0.9999936839683925,0.09648350503987833,0.19384284161141688
MCTS1,1.4150137409463968,0.1931080275212908,0.22699123441501673,0.9999936853718508,0.0019573296352145713,0.9790205627958152
FBXO28_3,1.4148035330262492,0.19319586691917798,0.22696924489214812,0.9999936877630767,-0.014013264661416494,0.8506585548256079
OSGIN2_2,1.414347060077636,0.19338672785363384,0.22688577908483543,0.9999936968333871,-0.05227869466701228,0.4821505081970604
DDX39A,1.4140987411462256,0.1934906213678917,0.22684837621132997,0.9999937008948698,0.16542817290715617,0.025222418287742458
STK38,1.4139971500497754,0.19353313924331356,0.22683307388993545,0.9999937025559528,-0.0707621808035717,0.34115396198427694
CUL5_2,1.41392993293904,0.19356127521908814,0.2268229491306989,0.9999937036548282,0.026398077406924108,0.7227982794823732
LOC283484,1.4138431274284897,0.19359761563261246,0.2269533617099099,0.9999936894898596,0.15659128673648906,0.034269223640322546
